objid               ra       dec        z        Morph    T  Distance rMag umr amaj b_a name
588017728688947694 186.284323   6.890512  0.00478  dI       10 16.67 -13.59  1.7     27.9  0.6  VCC0773
587742953860956287 186.286242   4.41435   0.004116 Im/BCD   12 16.67 -14.08  0.92    30.6  0.53 VCC0772
587731868561965069 186.29992   54.506202  0.008082 SAbc      4 29.91 -19.26  1.42   103.   0.74 NGC4384
587735348038860830 186.30139   14.762158  0.004587 SA0      -3 16.67 -19.49  2.55   131.7  0.73 NGC4377
588017567100960940 186.304653  13.025414 -0.000286 dSphn    -8 16.67 -13.79  1.93    29.4  0.97 VCC0779
588017565490348088 186.310417  11.849601  0.007966 dEn      -6 29.45 -18.02  2.18   145.2  0.29 IC3305
587735349112602678 186.311448  15.607424  0.003566 SAB0     -3 16.67 -19.5   2.42   142.5  0.88 NGC4379
588017704006910145 186.313341  12.714612  0.0001   dS0n    -10 16.67 -17.09  1.94    94.5  0.52 IC3303
588017702396297325 186.320151  11.605349  0.000521 Sab       2 16.67 -15.64  2.01    64.5  0.42 VCC0788
587735347501990104 186.323071  14.172559  0.002144 dEn      -6 16.67 -16.    2.01    50.7  0.9  IC3301
587742955471568991 186.325073   5.741214  0.003853 Sm/Im    10 16.67 -17.77  1.25   116.8  0.6  NGC4376
587742954397827170 186.325413   4.925136  0.008489 SAa       1 31.54 -20.87  2.79   165.9  0.75 NGC4378
587741600958906495 186.327655  26.715996  0.001054 Sm/Im    10  1.87 -11.22  0.89    87.3  0.26 IC3308
587729154672558117 186.328309  64.933472  0.004533 RSA0     -3 15.76 -18.24  2.46    87.4  0.98 NGC4391
587725041705287901 186.331421  -1.598968  0.00831  dI       10 30.82 -14.2   1.13    23.   0.42 SDSSJ122519.54-013556.2
588017567100961027 186.340058  13.071666  0.0063   dI       10 16.67 -14.73  1.33    38.7  0.71 VCC0793
587742772950728790 186.340076  16.429686  0.005576 dEn      -6 16.67 -16.48  2.07   125.8  0.32 UGC07504
587732771594043431 186.34235   10.016814  0.003236 SAab      2 16.67 -18.74  2.59   144.1  0.88 NGC4380
587738569241002060 186.346494  14.803483  0.004651 dSphn    -8 16.67 -14.31  2.04    42.5  0.45 VCC0795
587742903935631531 186.350235  18.139813  0.00409  dEn      -6 16.67 -15.24  2.01    47.7  0.57 VCC0797
587742903935631364 186.350278  18.191047  0.002309 SA0/a     0 16.67 -20.84  5.23    -9.  -9.   MESSIER085
587742901788147719 186.35634   16.470122  0.005657 SA0/a     0 16.67 -19.    1.83   156.7  0.56 NGC4383
587732483823894542 186.368289  50.328844  0.008356 dEbc     -7 31.01 -16.65  1.2     33.7  0.66 2MASXJ12252835+5019441
588017566564155514 186.368916  12.636623  0.00834  dSphn    -8 30.84 -16.15  2.29    41.5  0.72 VPC0415
587741603106390026 186.376152  28.485169  0.001611 dI       10  4.09 -11.05  1.74    40.1  0.53 MAPS-NGPO_321_0767130
587734894366490788 186.381154  11.158368  0.002952 dI       10 16.67 -14.29  1.39    34.3  0.67 VPC0416
588017566027284549 186.387513  12.260553  0.0001   Sdm       8 16.67 -17.28  1.71   186.7  0.18 IC3311
587742954397892872 186.388068   4.806936  0.008149 Sm/Im    10 30.18 -14.14  1.38    12.2  0.41 VCC0806
588017704543846591 186.389729  13.227211 -0.001134 dEn      -6 16.67 -15.21  2.      43.4  0.89 MESSIER087DW27
588017605758550042 186.394192  45.68523   0.002402 SBb       3  7.26 -17.16  1.79   161.8  0.69 NGC4389
587735348575797357 186.395149  15.194385  0.00498  dSphn    -8 16.67 -14.96  2.32    43.2  0.83 VCC0812
587742954934763644 186.397215   5.381017  0.007743 dI       10 28.56 -15.82  1.45    52.1  0.36 MAPS-NGPO_556_0390371
587735349649539178 186.399902  15.847793  0.003573 dEun     -6 16.67 -16.05  2.06    89.   0.58 LSBCF644-04
587732483823894547 186.401588  50.336968  0.008402 SAab      2 31.19 -17.83  1.7     37.6  0.84 CGCG269-056
587738570314744023 186.401785  15.829811  0.003623 dS0n    -10 16.67 -16.84  2.1     86.1  0.86 IC3313
588017704543846467 186.405055  13.143717 -0.00248  dEn      -6 16.67 -15.72  1.92    59.2  0.79 VCC0815
587738568167260176 186.411454  14.150687  0.00126  dSphn    -8 16.67 -14.43  2.2     35.7  0.78 SDSSJ122538.75+140902.4
588017729762754791 186.411817   7.732355  0.005161 dS0un   -10 16.67 -14.29  2.14    33.   0.68 VCC0820
588017703470104680 186.412206  12.313753  0.005641 dEn      -6 16.67 -15.76  2.53    52.   0.86 IC3315
587732772130979941 186.413908  10.583888  0.005718 dI       10 16.67 -15.2   1.89    53.2  0.74 VCC0825
587726032251388100 186.420312   2.159267  0.005013 Sm/Im    10 17.68 -14.84  3.69    62.7  0.44 SDSSJ122541.00+020933.1
588017567101026516 186.422053  13.047561  0.0019   dI       10 16.67 -13.72  1.38    25.5  0.71 VPC0430
588017704006975536 186.423666  12.810512  0.001574 SA0      -3 16.67 -18.99  2.46   138.1  0.61 NGC4387
588017724937994262 186.427333   7.216654  0.003322 Scd       6 16.67 -18.26  2.24   282.9  0.16 IC3322A
587722983890354242 186.428353   0.572634  0.007138 SABb      3 26.15 -19.47  1.71   168.   0.47 NGC4385
588017567101026384 186.435996  13.022099  0.002415 dSphn    -8 16.67 -14.95  2.15    34.1  0.96 VCC0833
588017566564155399 186.444681  12.661867  0.008436 Sab       2 31.22 -20.98  2.33   207.2  0.35 NGC4388
587738569241002020 186.448091  14.952009  0.001646 Im/BCD   12 16.67 -16.21  1.53    83.9  0.51 VCC0841
587739507154812964 186.453599  33.54687   0.001067 SABdm     8  1.92 -12.46  2.37   121.6  0.47 NGC4395
588017704543846628 186.460487  13.197641 -0.002435 dS0n    -10 16.67 -15.58  2.08    52.7  0.81 VCC0846
587732772130979887 186.46113   10.459054  0.003683 SABc      5 16.67 -18.09  1.99   127.2  0.67 NGC4390
588017729762754663 186.463491   7.787473  0.0022   dSphun   -8 16.67 -13.43  1.93    18.4  0.97 SDSSJ122551.23+074714.9
587741602032648268 186.463866  27.560798  0.002538 SABd      7  7.8  -16.12  1.97   166.3  0.58 SDSSJ122551.33+273338.9
587742955471634588 186.468815   5.809647  0.005127 SBm/IBm  10 16.67 -16.23  1.25    96.8  0.4  VCC0848
588017725474865228 186.47539    7.554774  0.003986 Sd        7 16.67 -17.9   1.95   221.7  0.22 IC3322
587742903935631464 186.481813  18.213928  0.003099 SBb       3 16.67 -19.65  2.51   211.3  0.64 NGC4394
588017704006975736 186.482067  12.769718  0.002295 dI       10 16.67 -14.07  1.64    45.9  0.34 VCC0854
588017724937994967 186.483789   7.23473   0.003131 dS0un   -10 16.67 -14.44  2.02    42.4  0.49 VCC0855
587732771594109038 186.491347  10.053763  0.003342 dS0n    -10 16.67 -17.39  2.36    81.2  0.98 IC3328
587726033862000674 186.493181   3.430271  0.004763 Sbc       4 16.67 -17.8   2.74   301.9  0.12 UGC07522
587738569777873123 186.495532  15.277221  0.00314  dI       10 16.67 -14.03  2.16    36.3  0.58 VCC0861
587738570314743934 186.496436  15.670963 -0.000427 SAd       7 16.67 -18.09  1.63   120.8  0.47 NGC4396
588017565490479194 186.522154  11.812208  0.00398  dEbc     -7 16.67 -16.63  1.96    84.6  0.58 IC3331
588017566564221178 186.523513  12.559621  0.005457 dSphn    -8 16.67 -16.    2.08    67.2  0.7  VCC0871
587739608091132080 186.525061  31.85977   0.002712 dI       10  8.49 -13.49  1.31    49.7  0.58 SDSSJ122606.02+315135.2
588017704007041134 186.527866  12.860981  0.004153 dEn      -6 16.67 -15.17  2.03    39.4  0.89 VCC0872
587738570851680271 186.529761  16.180995  0.005827 SAa       1 16.67 -18.99  2.03   149.2  0.64 NGC4405
588017567101091896 186.531888  13.113316  0.000791 Sc        3 16.67 -18.83  2.92   119.3  0.54 NGC4402
587731891653443611 186.53278   58.317205  0.002412 SABm      9  7.3  -14.93  2.3    137.5  0.44 UGC07534
588017705080783087 186.539692  13.673072 -0.000327 dSphn    -8 16.67 -14.11  1.84    26.9  0.98 VCC0877
587741603106455579 186.539701  28.465835  0.004056 dI       10 13.86 -15.14  1.63    48.6  0.88 IC3334
588017567101091846 186.54898   12.946214  0.0001   E        -5 16.67 -20.99  2.64    -9.  -9.   MESSIER086
587724650870538258 186.549237  -1.304754  0.00675  Sm        9 24.61 -17.12  1.02    67.3  0.82 SDSSJ122611.84-011817.7
587724650870538258 186.549237  -1.304754  0.00675  Im/BCD   12 24.61 -17.12  1.02    67.3  0.82 GALEXASCJ122612.76-011751
588010877688217776 186.557925   3.837131  0.0027   dEblue   -9 16.67 -14.04  1.74    27.3  0.88 SDSSJ122613.90+035013.6
588017112370380915 186.571543  48.49419   0.000957 BCD      13  1.48 -10.77  0.86    58.7  0.84 UGCA281
587726031714582778 186.574119   1.741761  0.008196 Sm/Im    10 30.37 -15.06  1.09    41.3  0.26 SDSSJ122617.77+014430.3
588017726548672537 186.577481   8.349744  0.003656 dI       10 16.67 -15.63  1.75    83.4  0.45 VCC0888
587722984427290748 186.580421   1.019725  0.004153 dI       10 14.25 -14.62  1.28    52.8  0.48 SDSSJ122619.20+010111.2
588017566564221317 186.583518  12.510103 -0.0023   dI/dEs  -11 16.67 -13.39  2.04    19.5  0.88 VCC0892
588017724401188935 186.589828   6.669666  0.005001 dEbc     -7 16.67 -14.92  1.06    31.1  0.81 VCC0890
587724650870538306 186.594632  -1.253399  0.006731 Im/BCD   12 24.53 -15.89  0.69    42.   0.56 SHOC373a
587741722283671581 186.598309  27.745682  0.001225 dI       10  2.55 -11.1   1.28    48.9  0.53 SDSSJ122623.59+274444.4
588010878225088707 186.602258   4.316894  0.007754 dEblue   -9 28.61 -14.92  1.25    21.6  0.64 SDSSJ122624.54+041900.8
587732772131045502 186.603942  10.581891  0.003407 Sm/Im    10 16.67 -13.11  1.82    22.2  0.94 SDSSJ122624.94+103454.8
587741534402117665 186.613021  31.223479  0.001788 SAc       5  4.81 -17.63  2.61    -9.  -9.   NGC4414
587732769983561800 186.624412   8.872245  0.004273 SBc       5 16.67 -16.48  0.74    79.9  0.93 NGC4411
588017566564221001 186.634345  12.610645  0.00034  SBab      2 16.67 -18.67  1.94   166.6  0.62 NGC4407
588017705080782932 186.634963  13.578777  0.004587 dEn      -6 16.67 -16.34  2.01    67.5  0.49 IC3344
588017704007106609 186.63836   12.742971  0.004329 dEn      -6 16.67 -16.11  2.55    42.   0.94 VCC0916
587734892756008970 186.646341   9.983413  0.00148  dSphn    -8 16.67 -14.52  2.22    36.2  0.79 VCC0920
587742953324216394 186.650307   3.964694  0.007649 SABb      3 28.19 -19.45  1.99    95.5  0.93 NGC4412
588011123577126920 186.657266  62.3798    0.00237  Sm/Im    10  7.13 -13.18  1.72    50.7  0.87 UGC07544
587742773487730777 186.661727  16.717723  0.005382 dS0un   -10 16.67 -14.72  1.48    32.1  0.87 SDSSJ122638.86+164302.0
588017566564221083 186.665893  12.513534 -0.00094  dEn      -6 16.67 -15.74  2.01    58.9  0.58 VCC0928
588017726548672588 186.668703   8.435703  0.003035 SA0/a     0 16.67 -18.11  2.44   112.2  0.79 NGC4415
587742903935762679 186.673818  18.137088  0.002363 dSphn    -8 16.67 -14.33  1.98    40.8  0.49 SDSSJ122641.72+180813.5
587732772667916462 186.683366  10.904798  0.001839 dSphn    -8 16.67 -15.26  2.15    51.6  0.79 VCC0931
587732769983561970 186.684732   8.823701  0.004665 dSphn    -8 16.67 -14.94  2.09    48.4  0.67 VCC0933
588017564953673824 186.68508   11.379735  0.004153 dS0n    -10 16.67 -15.82  2.24    60.1  0.79 IC3346
588017726011867141 186.691831   7.919859  0.004647 SBcd      6 16.67 -18.35  1.71    90.1  0.7  NGC4416
588017703470235690 186.696094  12.453979  0.005214 dEn      -6 16.67 -16.94  2.28    81.1  0.92 IC3349
587732769983561874 186.696783   8.884593  0.004236 SAcd      6 16.67 -17.22  2.09    94.7  0.8  NGC4411b
588017725474996365 186.699775   7.671542  0.002035 dEn      -6 16.67 -16.28  2.19    44.5  0.72 2MASXJ12264792+0740174
588017702396493882 186.710388  11.559018  0.003669 dI       10 16.67 -14.74  1.05    47.8  0.63 IC3356
587732771057369090 186.710868   9.584257  0.002735 SAB0     -3 16.67 -19.76  2.59   128.6  0.46 NGC4417
588017704543977607 186.714365  13.173018  0.00054  Sm/Im    10 16.67 -15.06  1.07    66.1  0.41 IC3355
588013383818346681 186.719696  53.105341  0.001001 Sm/Im    10  1.66 -10.48  0.97    53.3  0.69 SBS1224+533
588017565490544750 186.726394  11.66397   0.006908 dEn      -6 16.67 -17.25  1.99   106.5  0.61 IC3358
587734893829750865 186.7273    10.66586   0.004153 dEn      -6 16.67 -16.19  2.31    79.8  0.62 IC3361
588848898841903109 186.727585  -0.877608  0.007085 SABa      1 25.95 -19.34  2.41   116.4  0.54 NGC4355
588017705080848454 186.728157  13.56617   0.0001   dEn      -6 16.67 -15.69  1.77    58.1  0.61 VCC0953
587734892756009184 186.732055   9.882301  0.00332  dI       10 16.67 -14.48  1.11    45.5  0.5  VCC0952
587735348575928333 186.735111  15.047343  0.0001   S0/a      0 16.67 -19.93  2.72   283.9  0.26 NGC4419
588017567101157699 186.735142  12.961515  0.00717  dSphn    -8 26.29 -14.09  1.27    16.8  0.59 VCC0956
587726015071911944 186.743755   2.494357  0.005621 SAc       5 16.67 -19.04  1.87    -9.  -9.   NGC4409
587735348039057629 186.746484  14.782347  0.006256 dI       10 16.67 -14.46  1.47    42.   0.58 VCC0963
587735349112799302 186.760571  15.46148   0.005347 SB0      -3 16.67 -19.21  2.5    240.1  0.42 NGC4421
588017947205173345 186.762389  41.573164  0.006934 Sm/Im    10 25.35 -15.62  1.18    35.3  0.74 SDSSJ122702.97+413423.4
588017566564286573 186.762789  12.560814  0.002635 dEn      -6 16.67 -16.25  2.04    87.   0.47 IC3363
588848898841903166 186.76865   -0.905726  0.007432 Im/BCD   12 27.33 -17.06  1.24    62.4  0.74 VV655NED02
587738951487979580 186.773192  37.141774  0.000727 IBm      10  0.57  -8.6   1.15    97.2  0.48 UGC07559
588010880372637740 186.787455   5.880074  0.003643 SAdm      8 16.67 -17.33  1.35    85.1  0.46 NGC4423
588017726548738182 186.791287   8.389955  0.004779 dEn      -6 16.67 -15.27  2.14    53.   0.58 VCC0974
587735349649670203 186.796577  15.896655  0.007922 Sm/Im    10 29.28 -18.14  1.34   142.9  0.34 IC3365
588017702933430482 186.796847  12.038147  0.00034  dEun     -6 16.67 -13.83  2.11    25.7  0.68 VCC0977
587734892219203601 186.798379   9.420675  0.001464 SBa       1 16.67 -19.04  2.13   155.   0.62 NGC4424
587732769983627607 186.799693   8.840091  0.003905 dI       10 16.67 -13.72  1.99    26.1  0.7  VCC0976
587742903398891637 186.803118  17.820816  0.003119 dI       10 16.67 -15.15  1.94    65.7  0.46 SDSSJ122712.75+174914.9
588017725474996469 186.80335    7.639027  0.003884 dI       10 16.67 -13.67  1.      31.2  0.45 SDSSJ122712.81+073820.5
588017704007172105 186.805575  12.734778  0.006224 SB0/a     0 16.67 -19.14  2.55   205.9  0.35 NGC4425
588010878225219688 186.816116   4.263483  0.005452 dI       10 16.67 -15.41  1.27    55.3  0.56 VCC0985
587735349649670251 186.820574  16.024459  0.005757 S0gas    -3 16.67 -17.27  2.18    75.7  0.81 IC3369
588017725474996629 186.823426   7.669377  0.006158 dI       10 16.67 -14.18  1.53    33.7  0.79 VCC0989
588017730299822426 186.827856   8.212882  0.004892 dSphn    -8 16.67 -15.32  1.99    -9.  -9.   NGC4472DW09
587729154672623778 186.834832  64.801495  0.0048   SA0      -3 16.83 -18.19 14.11   121.1  0.65 NGC4441
587742772950925472 186.835101  16.428335  0.002611 dI       10 16.67 -15.85  1.6     54.3  0.86 IC3368
588017567101222996 186.837762  13.111552 -0.000093 dI       10 16.67 -13.55  2.25    25.   0.8  VCC0996
588017702933430739 186.842377  12.06871  -0.000801 dSphn    -8 16.67 -13.82  1.87    27.7  0.83 VCC0997
587732772667981884 186.842719  10.866783  0.003095 Sd        7 16.67 -16.39  1.32   123.   0.19 IC3371
588017703470301552 186.847888  12.331526 -0.000413 dEs/dI  -11 16.67 -13.51  1.52    29.2  0.57 VCC0998
588017705080914200 186.852063  13.716005  0.001109 dI       10 16.67 -14.32  1.2     30.4  0.74 VCC1001
587742575906194134 186.854146  19.263568  0.002201 dI       10 16.67 -13.96  2.09    30.5  0.77 SDSSJ122724.99+191548.8
587741722283737229 186.85511   27.840891  0.003515 Im/BCD   12 11.71 -13.24  1.12    34.6  0.52 SDSSJ122725.23+275027.3
587735346965381273 186.855988  13.750809  0.008083 dS0n    -10 29.93 -16.8   2.03    53.5  0.79 VCC1005
588017723864449037 186.86003    6.262771  0.004813 SBb       3 16.67 -18.22  1.96   146.   0.7  NGC4430
587734894366687255 186.86045   11.107709  0.003689 SB0/a     0 16.67 -20.53  2.78   455.7  0.21 NGC4429
588010879298961442 186.862371   5.187916  0.004064 Im/BCD   12 16.67 -15.27  0.95    32.4  0.67 SDSSJ122726.97+051116.5
588017703470301335 186.864082  12.290284  0.003115 SAB0     -3 16.67 -18.06  2.39   116.4  0.73 NGC4431
588017725475061920 186.871312   7.643486  0.002915 SABm      9 16.67 -16.46  1.99   103.   0.47 UGC07567
587732770520563887 186.875646   9.339496  0.005661 dI       10 16.67 -14.55  1.42    39.6  0.69 SDSSJ122730.15+092022.2
588017702396559440 186.883313  11.61519   0.004599 dS0un   -10 16.67 -14.53  1.9     35.6  0.75 VCC1020
587732771594305712 186.889522  10.003782  0.002862 IBm      10 16.67 -16.07  1.87    79.9  0.59 IC3374
587738570314940660 186.89488   15.739464  0.004153 dSphn    -8 16.67 -13.82  1.86    24.2  0.81 VCC1024
588017730299822123 186.902836   8.154344  0.003572 SA0      -3 16.67 -19.11  2.57   114.6  0.91 NGC4434
587738568704327746 186.906483  14.455571  0.004153 dEn      -6 16.67 -16.02  1.97    46.1  0.97 VCC1028
587742775635280003 186.911556  18.434562  0.00344  dEn      -6 16.67 -16.53  2.11    75.8  0.94 LSBCF573-06
588017567101222927 186.918612  13.078999  0.002672 SB0      -3 16.67 -20.05  2.44   208.2  0.54 NGC4435
587735349649735783 186.919672  15.944956  0.0029   dSphn    -8 16.67 -14.42  2.2     35.2  0.86 VCC1033
588017703470301247 186.921821  12.315896  0.003749 SA0      -3 16.67 -17.87  2.29   158.5  0.39 NGC4436
588017722256261216 186.924532  43.499469  0.00065  dI       10  0.26  -6.33  0.67    -9.  -9.   UGC07577
588017566027481254 186.925438  12.089665  0.000486 dS0n    -10 16.67 -15.38  1.81    40.7  0.79 VCC1035
587734894366687659 186.934519  11.214572  0.004758 dSphn    -8 16.67 -14.57  1.77    37.4  0.77 VCC1039
588017567101222958 186.940133  13.008814  0.00023  SA0      -3 16.67 -20.08  3.05   362.4  0.3  NGC4438
588017704007172191 186.940482  12.873629 -0.000207 dI       10 16.67 -12.09  1.42    15.9  0.36 VCC1042
588017564953739412 186.942782  11.435115  0.004153 dSphn    -8 16.67 -14.86  2.08    43.5  0.61 VCC1044
587726013998235812 186.942879   1.599205  0.00431  Im/BCD   12 14.88 -14.08  0.68    25.1  0.83 HI1225+01
588017703470366754 186.973193  12.293279  0.002415 SBab      2 16.67 -19.19  2.48   139.6  0.93 NGC4440
587741723357544596 186.973586  28.634938  0.003509 Sc        5 11.68 -13.92  1.35    58.7  0.18 VV279b
588017726011932802 186.978461   8.090386  0.002388 dEn      -6 16.67 -16.81  2.05    63.3  0.91 UGC07580
587742955471896676 186.980768   5.721101  0.007512 SA0/a     0 27.65 -18.07  1.7    136.2  0.22 UGC07579
588017702933496064 187.00187   11.949777  0.007393 dSphn    -8 27.18 -15.05  2.1     32.   0.48 VCC1059
587735349112930503 187.008469  15.444575  0.008139 dI       10 30.15 -15.2   1.66    30.2  0.67 VCC1061
587742061610664035 187.011542  22.587858  0.002025 dI       10  5.76 -13.51  1.01    61.   0.71 UGC07584
587726015608848541 187.013293   2.91036   0.004994 SBm       9 16.67 -14.89  1.03    55.4  0.52 VCC1060
587734892756140051 187.01617    9.803701  0.001775 SB0      -3 16.67 -20.49  2.68   201.7  0.49 NGC4442
587742013821616432 187.020031  22.290177  0.00201  dI       10 16.67 -14.41  1.47    47.1  0.58 LSBCF573-01
588017705080979595 187.02054   13.612018  0.002869 dSphn    -8 16.67 -14.39  1.88    39.6  0.57 VCC1064
588017705080979588 187.020699  13.578113  0.000371 dEn      -6 16.67 -15.32  1.81    41.6  0.82 VCC1065
587741600959168537 187.023036  26.672858  0.002648 dEbc     -7  8.25 -13.72  1.34    34.6  0.8  IC3380
588017704007237728 187.027198  12.898151  0.007758 dEn      -6 28.63 -16.51  2.02    73.   0.33 VCC1069
588017566027546723 187.035891  12.093287  0.006334 E        -5 16.67 -17.8   2.4    103.3  0.79 IC0794
588017603611262984 187.046263  44.093629  0.00069  Im/BCD   12  0.42 -12.45  1.03   461.7  0.25 NGC4449
587732771057500172 187.047198   9.760233  0.001863 dI       10 16.67 -15.77  1.61    66.9  0.47 VCC1078
587734893293011009 187.050096  10.365321  0.004517 dSphn    -8 16.67 -14.96  2.25    36.2  0.88 VCC1079
587734893293011031 187.051332  10.29765   0.006311 dEn      -6 16.67 -16.62  2.16    81.5  0.73 IC3383
587742190442905749 187.053139  25.08954   0.004388 dI       10 15.19 -14.54  1.05    45.5  0.56 SDSSJ122812.89+250521.4
587732772131242061 187.053451  10.526037  0.005602 dSphn    -8 16.67 -14.23  1.98    34.5  0.83 VCC1076
588017565490675765 187.062013  11.789825  0.002145 dS0n    -10 16.67 -17.64  2.32   116.6  0.65 IC3381
587741723357609994 187.064401  28.620313  0.002205 SBa       1  6.48 -17.75  2.75   198.   0.4  NGC4448
587726032788521018 187.06619    2.700829  0.007397 dEbc     -7 27.2  -17.15  1.51    38.1  0.75 2MASXJ12281585+0242025
587734892219269262 187.066356   9.436193  0.001211 S0/a      0 16.67 -18.24  2.29   237.2  0.2  NGC4445
587726031714779292 187.066518   1.828922  0.003041 dI       10  9.82 -13.98  1.34    50.5  0.51 SDSSJ122815.96+014944.1
588017565490675862 187.078091  11.700287  0.004925 dSphn    -8 16.67 -15.39  2.04    42.2  0.96 VCC1093
588017730836758577 187.0782     8.729442  0.003733 SABdm     8 16.67 -16.94  1.36    95.7  0.45 UGC07590
588017726011998300 187.08642    8.011647  0.003717 dSphn    -8 16.67 -13.53  2.31    26.2  0.67 VCC1095
588017704544108692 187.098658  13.195749  0.005571 dSphn    -8 16.67 -15.58  2.1     66.7  0.48 IC3386
588017564953804859 187.099891  11.420439  0.00542  dSphn    -8 16.67 -14.03  1.92    29.7  0.7  VCC1099
587734894366818456 187.107786  11.24027   0.00041  dI       10 16.67 -13.69  1.58    26.1  0.67 SDSSJ122825.86+111424.9
588017728689275199 187.113277   6.945846  0.002791 dI       10 16.67 -14.1   1.46    41.2  0.37 VCC1102
587742775635345506 187.113755  18.415031  0.005567 SAcd      6 16.67 -17.79  1.66    96.1  0.87 IC3391
588017704007303232 187.116907  12.823669  0.005941 dEn      -6 16.67 -16.42  2.03    75.   0.66 IC3388
587738951488110621 187.117019  37.234822  0.000927 dI       10  1.37 -10.97  1.34   102.2  0.53 UGC07599
587742774024798213 187.123285  17.085006  0.006548 SAab      2 16.67 -20.26  2.65   168.4  0.6  NGC4450
588017729226211386 187.127006   7.324747  0.005201 dSphn    -8 16.67 -15.76  2.32    66.4  0.65 VCC1107
588017730836824149 187.141365   8.639615  0.001868 Im       10 16.67 -16.54  1.73   108.4  0.44 UGC07596
587739304754675747 187.16143   35.717475  0.001024 dI       10  1.76 -11.32  0.78    95.6  0.54 UGC07605
587732770520694795 187.16894    9.258813  0.002882 SAbc      4 16.67 -18.49  1.84   127.5  0.61 NGC4451
588017729763082523 187.173049   7.804238  0.002825 dSphn    -8 16.67 -14.62  1.76    35.7  0.91 NGC4472DW05
588017567101354124 187.173792  12.915918  0.001588 dS0n    -10 16.67 -16.91  2.08   108.   0.38 IC3393
588017566564483437 187.177728  12.549789  0.00625  dSphn    -8 16.67 -14.67  1.91    42.5  0.75 VCC1123
587735348576124946 187.180227  14.999509  0.005627 SAb       3 16.67 -18.91  2.34   159.   0.47 IC3392
588017565490741294 187.180453  11.755033  0.00055  SB0      -3 16.67 -19.06  2.35   223.5  0.31 NGC4452
588017949352787992 187.183659  43.22383   0.001795 Im/BCD   12  4.84 -12.92  2.08    63.   0.71 UGC07608
587742014358552648 187.183799  22.820441  0.00199  SAdm      8  5.62 -16.01  1.49   121.5  0.55 NGC4455
588017704007303692 187.187154  12.809758  0.00004  dSphun   -8 16.67 -14.05  1.77    28.2  0.84 VCC1129
588017604685004933 187.189927  44.864112  0.001634 S0gas    -3  4.2  -16.01  1.61    94.2  0.55 NGC4460
587738570851942635 187.19303   16.224248  0.006591 dS0un   -10 16.67 -14.93  1.95    44.7  0.71 VCC1132
587728677394776164 187.202029  64.159067  0.008216 Sm/Im    10 30.46 -16.18  1.58    45.2  0.53 SDSSJ122848.66+640933.4
587725041168810029 187.211439  -1.939188  0.008052 SBa       1 29.81 -20.15  2.76   162.3  0.84 NGC4454
587725041168810089 187.211628  -2.060914  0.008103 dI       10 30.01 -17.51  1.97    48.3  0.91 CGCG014-047
588017720645779553 187.217909  42.177803  0.001361 dI       10  3.11 -12.38  1.15    66.1  0.7  MCG+07-26-011
587734892219334701 187.228978   9.421096  0.003484 dS0un   -10 16.67 -15.31  1.51    36.7  0.78 VCC1141
588017704544174136 187.23984   13.241926  0.002118 E        -5 16.67 -19.    2.48   128.2  0.95 NGC4458
587725041705681064 187.24123   -1.602612  0.0084   dEblue   -9 31.2  -14.3   1.36    16.4  0.7  SDSSJ122857.89-013609.4
588017566564483107 187.242255  12.661742  0.004721 dEn      -6 16.67 -16.29  2.6     45.6  0.88 VCC1148
587726016682721311 187.245979   3.570612  0.002942 RSA0     -3 16.67 -20.27  2.51    -9.  -9.   NGC4457
588017566564483631 187.249223  12.648403  0.004721 dI       10 16.67 -13.95  1.76    33.6  0.61 VCC1153
587738568167587932 187.250162  13.978556  0.004036 E        -5 16.67 -20.56  2.63    -9.  -9.   NGC4459
587726015608979674 187.258919   2.723202  0.005254 SBdm      8 16.67 -16.43  1.63   110.7  0.47 UGC07612
588017704544239619 187.262525  13.183809  0.006441 SA0/a     0 16.67 -19.78  2.67   219.1  0.37 NGC4461
587722983353876743 187.263579   0.10471   0.0038   dI/dEs  -11 12.85 -14.88  1.83    47.9  0.87 2dFGRSN320Z113
587738568167653516 187.276903  14.004919 -0.00151  dS0n    -10 16.67 -15.07  2.01    41.4  0.74 VCC1163
587734892219400374 187.283969   9.443857  0.00363  dSphn    -8 16.67 -14.97  1.88    56.6  0.56 VCC1164
587724650870865934 187.308513  -1.356052  0.007093 SABm      9 25.99 -16.07  1.39    46.6  0.58 CGCG014-050NED01
588017729763147864 187.31104    7.877528  0.005151 dEn      -6 16.67 -16.37  2.1     60.   0.88 VCC1167
588017567101419600 187.311876  12.97824   0.008046 dI       10 29.66 -17.    1.97    59.5  0.6  VCC1173
587732769983889425 187.313696   8.814463  0.003285 dEn      -6 16.67 -15.65  2.07    53.   0.65 UGC07622NOTES01
587732771594502146 187.325823  10.135831  0.000153 dEbc     -7 16.67 -16.13  1.41    50.5  0.66 VCC1175
587742773487993250 187.33833   16.806301  0.0029   dSphun   -8 16.67 -15.28  2.08    53.6  0.79 SDSSJ122921.19+164822.7
588017730300018714 187.338707   8.156623  0.004146 E        -5 16.67 -18.75  2.54    96.4  0.79 NGC4464
588017564953935986 187.343797  11.433887  0.004687 dS0n    -10 16.67 -17.91  2.2    110.1  0.59 IC3413
587734892756271136 187.344364   9.989025  0.0025   dI       10 16.67 -15.96  1.24    67.4  0.48 IC3412
